epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,86.2186,1.88036,2.90155,2.62023,1.90653,0.44301,0.0943,0.06303,0.03225,0.43427,0.09189,0.05643,0.0212,1.94257,2.73768,3.41389,1.99293,0.000604375,0.000604375,0.000604375
12,93.8668,1.89359,3.00199,3.53066,1.88683,0.6233,0.06032,0.06814,0.0342,0.60819,0.04855,0.05046,0.02022,1.72944,2.49328,3.07313,1.86689,0.000602312,0.000602312,0.000602312
13,101.503,1.81522,3.13288,3.06115,1.78242,0.6051,0.05918,0.07682,0.04307,0.60234,0.05676,0.07275,0.03551,1.5906,2.5751,2.44772,1.59961,0.00060025,0.00060025,0.00060025
14,109.133,1.74323,2.88797,2.93003,1.73129,0.525,0.10803,0.0946,0.04817,0.525,0.10803,0.08908,0.03671,1.61367,2.66218,3.39469,1.68232,0.000598187,0.000598187,0.000598187
15,117.124,1.75305,2.72555,2.71897,1.6948,0.59017,0.14785,0.13947,0.07501,0.58187,0.12347,0.11983,0.04886,1.66669,2.37547,2.59486,1.70393,0.000596125,0.000596125,0.000596125
16,125.207,1.75271,2.7367,2.71134,1.7341,0.51095,0.16772,0.14428,0.08346,0.49234,0.12991,0.12752,0.06318,1.59317,2.37902,2.31459,1.65952,0.000594062,0.000594062,0.000594062
17,133.349,1.6479,2.59396,3.01006,1.62694,0.50581,0.11667,0.1309,0.07258,0.50544,0.11667,0.13467,0.04888,1.52671,2.23642,2.53955,1.58206,0.000592,0.000592,0.000592
18,140.897,1.67163,2.65287,3.33676,1.64555,0.64709,0.06779,0.11536,0.0637,0.61388,0.0413,0.09383,0.0342,1.50076,2.23843,2.64615,1.52368,0.000589938,0.000589938,0.000589938
19,148.502,1.61945,2.57762,2.77374,1.59785,0.49207,0.16516,0.10968,0.06554,0.49022,0.16274,0.10085,0.03929,1.58701,2.22209,2.32525,1.58767,0.000587875,0.000587875,0.000587875
20,156.165,1.72286,2.73557,2.88928,1.68365,0.56416,0.152,0.10318,0.05645,0.44628,0.22172,0.09304,0.0413,1.5342,2.20809,2.46292,1.59153,0.000585813,0.000585813,0.000585813
21,163.735,1.65151,2.58148,2.54827,1.63428,0.35375,0.19882,0.13261,0.0735,0.33844,0.17941,0.11482,0.04493,1.62976,2.29398,2.23987,1.66299,0.00058375,0.00058375,0.00058375
22,171.507,1.65568,2.64619,2.52013,1.69682,0.44127,0.15115,0.12893,0.0709,0.43597,0.14004,0.11626,0.04552,1.60983,2.22418,2.13769,1.63039,0.000581687,0.000581687,0.000581687
23,179.108,1.70659,2.7336,2.70236,1.74153,0.47893,0.19301,0.11616,0.05983,0.47513,0.17688,0.10304,0.03854,1.70107,2.159,2.3633,1.72329,0.000579625,0.000579625,0.000579625
24,186.762,1.58814,2.46132,2.39402,1.5763,0.35249,0.22257,0.1184,0.05827,0.34039,0.18074,0.09692,0.03926,1.59338,2.27081,2.23274,1.62584,0.000577563,0.000577563,0.000577563
25,194.379,1.60019,2.52803,2.36337,1.60959,0.25872,0.23309,0.13831,0.08264,0.26069,0.22325,0.12933,0.05135,1.57531,2.23716,2.30245,1.62864,0.0005755,0.0005755,0.0005755
26,201.962,1.66521,2.43728,2.89502,1.62364,0.38033,0.15605,0.12999,0.06645,0.36976,0.151,0.11699,0.03574,1.62096,2.25034,2.62022,1.59238,0.000573438,0.000573438,0.000573438
27,209.674,1.59321,2.48377,2.44841,1.60507,0.48458,0.22587,0.14931,0.0823,0.46915,0.20148,0.11975,0.04798,1.55613,2.29303,2.11708,1.57303,0.000571375,0.000571375,0.000571375
28,217.322,1.57475,2.31689,2.31751,1.5693,0.49486,0.21573,0.13794,0.0783,0.37354,0.2024,0.12259,0.0576,1.55944,2.1585,2.04164,1.5471,0.000569313,0.000569313,0.000569313
29,224.939,1.58265,2.35133,2.40766,1.58875,0.39221,0.21629,0.15358,0.09101,0.38402,0.20205,0.14192,0.05588,1.60442,2.10283,2.06033,1.60469,0.00056725,0.00056725,0.00056725
30,232.885,1.57124,2.34761,2.27787,1.58839,0.52071,0.25414,0.17774,0.11432,0.53027,0.24538,0.17177,0.07202,1.46526,2.07519,1.9493,1.51051,0.000565188,0.000565188,0.000565188
31,241.064,1.55013,2.4033,2.35116,1.52755,0.41182,0.24305,0.18009,0.107,0.4049,0.23558,0.16355,0.07382,1.48765,2.05494,2.03987,1.49007,0.000563125,0.000563125,0.000563125
32,248.682,1.4679,2.40988,2.31288,1.48107,0.48841,0.25411,0.15145,0.08518,0.48098,0.2177,0.1415,0.05943,1.4882,2.04263,2.1707,1.51733,0.000561063,0.000561063,0.000561063
33,256.379,1.43055,2.25586,2.44777,1.47756,0.38348,0.24161,0.14512,0.08351,0.3673,0.21738,0.13092,0.05613,1.54023,2.2894,2.0929,1.55162,0.000559,0.000559,0.000559
34,263.975,1.56738,2.41448,2.36054,1.56246,0.49496,0.23511,0.15265,0.0823,0.49705,0.20857,0.13837,0.05685,1.52965,2.21665,1.92007,1.52426,0.000556938,0.000556938,0.000556938
35,271.544,1.44143,2.29684,2.15252,1.51127,0.4956,0.28524,0.13906,0.07781,0.48661,0.25944,0.12121,0.05226,1.4818,2.08649,1.94393,1.49621,0.000554875,0.000554875,0.000554875
36,279.174,1.47611,2.38907,2.27065,1.49629,0.46058,0.26838,0.13837,0.07997,0.45385,0.23628,0.12606,0.05469,1.55639,2.11848,2.52489,1.5327,0.000552813,0.000552813,0.000552813
37,286.931,1.445,2.22544,2.18275,1.48236,0.47669,0.27329,0.14266,0.08397,0.48678,0.25493,0.13441,0.06038,1.52682,2.05744,2.39438,1.48802,0.00055075,0.00055075,0.00055075
38,294.575,1.50697,2.22669,2.79178,1.50214,0.35469,0.26936,0.14262,0.0804,0.35937,0.21425,0.12324,0.06264,1.5147,1.99228,2.09642,1.49994,0.000548688,0.000548688,0.000548688
39,302.132,1.4038,2.26679,2.28235,1.42661,0.22323,0.2212,0.12823,0.07999,0.2196,0.20264,0.11681,0.06029,1.42081,1.99447,2.07772,1.45382,0.000546625,0.000546625,0.000546625
40,309.659,1.43153,2.11646,2.248,1.47717,0.1735,0.28464,0.16151,0.10045,0.17643,0.26486,0.14538,0.07228,1.43023,2.12187,2.01967,1.43424,0.000544563,0.000544563,0.000544563
41,317.229,1.41993,2.13568,2.09341,1.44295,0.27941,0.29503,0.1791,0.11544,0.27769,0.27628,0.15821,0.08138,1.46571,1.94777,2.02145,1.45107,0.0005425,0.0005425,0.0005425
42,325.273,1.36594,2.09036,1.99966,1.41678,0.37764,0.29691,0.20995,0.13179,0.39277,0.27866,0.16564,0.08495,1.39595,1.89204,2.00355,1.4003,0.000540438,0.000540438,0.000540438
43,333.415,1.37071,2.06736,2.23422,1.41016,0.46906,0.19336,0.11437,0.0661,0.46672,0.18803,0.10821,0.04853,1.4023,1.96221,2.1562,1.43083,0.000538375,0.000538375,0.000538375
44,340.951,1.36839,1.99901,2.06082,1.40169,0.27761,0.27188,0.12673,0.07311,0.26971,0.24594,0.11428,0.0527,1.44306,1.91671,2.45034,1.44602,0.000536313,0.000536313,0.000536313
45,348.55,1.34352,2.08612,1.96485,1.40209,0.41858,0.28142,0.17136,0.11308,0.41941,0.28047,0.16969,0.0771,1.40868,1.88482,2.57217,1.40237,0.00053425,0.00053425,0.00053425
46,356.084,1.42555,2.12167,2.35453,1.4706,0.42058,0.25793,0.18424,0.11839,0.40796,0.24244,0.17159,0.0797,1.43185,1.85009,1.96602,1.45116,0.000532187,0.000532187,0.000532187
47,363.661,1.35261,2.15142,2.12236,1.41324,0.39335,0.25745,0.1812,0.09987,0.50123,0.2456,0.14122,0.05629,1.40763,1.8826,2.14137,1.44971,0.000530125,0.000530125,0.000530125
48,371.358,1.30852,2.10177,1.99533,1.37578,0.53033,0.31478,0.24987,0.16404,0.51598,0.28115,0.17215,0.08378,1.35184,1.8252,2.24331,1.39927,0.000528062,0.000528062,0.000528062
49,379.42,1.37878,2.12542,2.26029,1.45987,0.4979,0.28985,0.17713,0.1044,0.48435,0.25013,0.14501,0.07081,1.42388,1.85166,2.13805,1.44709,0.000526,0.000526,0.000526
50,386.999,1.30549,1.98226,2.71816,1.39985,0.38363,0.25915,0.14877,0.08212,0.38873,0.20528,0.13161,0.05677,1.43681,1.9632,2.10378,1.47174,0.000523937,0.000523937,0.000523937
51,394.58,1.30613,2.10515,2.02092,1.35715,0.3651,0.26519,0.14666,0.08809,0.35931,0.25553,0.12579,0.06043,1.34896,1.89849,1.98227,1.39612,0.000521875,0.000521875,0.000521875
52,402.136,1.25328,2.01201,1.87031,1.36022,0.44433,0.35204,0.26131,0.15536,0.4808,0.24366,0.13404,0.0654,1.41281,1.9124,1.94405,1.43702,0.000519812,0.000519812,0.000519812
53,409.801,1.32152,2.04048,2.09764,1.38903,0.47819,0.26116,0.15122,0.09312,0.47644,0.23632,0.14192,0.07466,1.4323,1.90359,2.14406,1.43003,0.00051775,0.00051775,0.00051775
54,417.381,1.25911,1.93957,2.20402,1.35718,0.47265,0.26995,0.14051,0.07686,0.47403,0.2628,0.13041,0.06029,1.51242,2.02126,1.96334,1.49019,0.000515688,0.000515688,0.000515688
55,425,1.26474,2.0147,1.86822,1.37778,0.46903,0.30453,0.19338,0.12952,0.47057,0.24349,0.18765,0.06408,1.45352,1.9215,1.99199,1.46203,0.000513625,0.000513625,0.000513625
56,432.6,1.27165,1.92191,1.84421,1.39182,0.50471,0.25763,0.21537,0.15407,0.49623,0.22146,0.20389,0.08897,1.45125,1.93042,1.88984,1.47537,0.000511562,0.000511562,0.000511562
57,440.217,1.26388,1.97554,1.93084,1.37058,0.39301,0.41867,0.17542,0.1077,0.38698,0.28415,0.15048,0.0741,1.45782,1.87801,1.98959,1.4551,0.0005095,0.0005095,0.0005095
58,447.835,1.27026,2.01283,1.92936,1.33507,0.40777,0.28542,0.16469,0.10202,0.3979,0.26948,0.14656,0.07198,1.46424,2.00309,2.05434,1.44297,0.000507438,0.000507438,0.000507438
59,455.539,1.259,1.84279,2.4145,1.29674,0.27678,0.26916,0.16715,0.10786,0.26571,0.25058,0.14935,0.07692,1.4629,1.93424,1.93285,1.45631,0.000505375,0.000505375,0.000505375
60,463.064,1.23528,1.8547,2.17304,1.33496,0.39901,0.29622,0.16737,0.10536,0.3782,0.26776,0.14901,0.07405,1.4191,1.96553,1.86503,1.45263,0.000503313,0.000503313,0.000503313
61,470.663,1.15774,1.91384,2.14283,1.24558,0.42331,0.26304,0.20441,0.12559,0.41092,0.22598,0.16943,0.07943,1.39913,1.93422,1.9757,1.43027,0.00050125,0.00050125,0.00050125
62,478.227,1.15535,1.99147,1.80665,1.2782,0.3784,0.27943,0.17352,0.09815,0.3632,0.21774,0.14216,0.05894,1.41838,1.96492,2.14942,1.42566,0.000499187,0.000499187,0.000499187
63,485.775,1.20647,2.0353,2.16675,1.3181,0.40891,0.38987,0.27286,0.19149,0.40013,0.37848,0.26067,0.0841,1.37761,1.88746,1.79774,1.40757,0.000497125,0.000497125,0.000497125
64,493.972,1.19539,1.84489,1.86245,1.30261,0.39027,0.3057,0.17265,0.11117,0.38216,0.25675,0.15233,0.076,1.34343,1.82817,1.70903,1.36688,0.000495063,0.000495063,0.000495063
65,501.52,1.23365,1.97126,1.93255,1.32557,0.2903,0.27212,0.15219,0.09301,0.28778,0.26326,0.14162,0.06929,1.37646,1.90244,1.84872,1.38753,0.000493,0.000493,0.000493
66,509.1,1.2174,1.88664,1.76843,1.30325,0.49521,0.24014,0.15846,0.08843,0.50507,0.22536,0.14354,0.06889,1.42491,1.87806,1.86967,1.44336,0.000490937,0.000490937,0.000490937
67,516.639,1.17587,1.91789,1.95341,1.32149,0.52189,0.33105,0.17807,0.10941,0.51542,0.30413,0.16816,0.08402,1.36397,1.9345,1.94141,1.41539,0.000488875,0.000488875,0.000488875
68,524.258,1.18081,1.71647,2.62824,1.28909,0.41959,0.31365,0.20368,0.13625,0.42144,0.31276,0.20001,0.1036,1.50923,2.12342,1.95943,1.54692,0.000486812,0.000486812,0.000486812
69,531.838,1.13874,1.90676,1.94831,1.27087,0.39723,0.33139,0.17745,0.11672,0.39189,0.3071,0.15953,0.08286,1.4697,1.96773,2.00273,1.4908,0.00048475,0.00048475,0.00048475
70,539.567,1.20445,1.87183,1.84975,1.32096,0.51443,0.31128,0.17219,0.11416,0.50829,0.29332,0.15379,0.08102,1.36282,1.9152,2.16252,1.41933,0.000482687,0.000482687,0.000482687
71,547.174,1.17513,1.79951,2.59714,1.27667,0.53711,0.24958,0.27215,0.19231,0.52625,0.22247,0.14919,0.0758,1.35116,1.90212,2.00892,1.4145,0.000480625,0.000480625,0.000480625
72,554.72,1.14136,1.82884,1.78246,1.27212,0.59875,0.23341,0.16,0.10593,0.59207,0.23331,0.15524,0.07863,1.35538,1.95324,1.83774,1.40604,0.000478562,0.000478562,0.000478562
73,562.271,1.14163,1.74523,1.61177,1.26489,0.41513,0.2523,0.1665,0.11006,0.40412,0.24483,0.15648,0.08142,1.39593,1.91168,1.75485,1.42852,0.0004765,0.0004765,0.0004765
74,569.894,1.18402,1.76048,1.64126,1.28137,0.40329,0.31972,0.18586,0.11877,0.37466,0.27588,0.16902,0.08773,1.35976,1.88946,1.93194,1.40782,0.000474437,0.000474437,0.000474437
75,577.478,1.18468,1.85506,1.84131,1.24455,0.40696,0.23508,0.16746,0.10395,0.40452,0.22266,0.15403,0.07738,1.50365,2.04512,2.39741,1.54326,0.000472375,0.000472375,0.000472375
76,585.179,1.13547,1.77714,1.75818,1.27513,0.54558,0.28254,0.18125,0.12308,0.54481,0.27419,0.17625,0.08737,1.37075,1.86903,2.14076,1.40581,0.000470312,0.000470312,0.000470312
77,592.771,1.11358,1.69291,1.8133,1.24655,0.51663,0.35405,0.24289,0.13754,0.5215,0.29299,0.18259,0.09683,1.4504,1.89956,1.9308,1.46448,0.00046825,0.00046825,0.00046825
78,600.324,1.15516,1.85872,1.98157,1.29447,0.44337,0.44007,0.2519,0.15716,0.44734,0.41262,0.23709,0.09864,1.52749,1.97785,1.86361,1.48693,0.000466188,0.000466188,0.000466188
79,607.886,1.16202,1.75956,1.78223,1.268,0.25557,0.37827,0.17966,0.11148,0.23159,0.21753,0.13127,0.06098,1.43766,1.8926,1.92082,1.42853,0.000464125,0.000464125,0.000464125
80,615.552,1.0851,1.74625,1.73914,1.2355,0.29111,0.28431,0.18038,0.11415,0.27889,0.26373,0.1624,0.07513,1.37032,1.8232,1.76202,1.38942,0.000462063,0.000462063,0.000462063
81,623.156,1.12595,1.77722,1.81952,1.26025,0.39818,0.28908,0.18505,0.11691,0.38719,0.26538,0.16654,0.08156,1.33752,1.83301,1.97976,1.36624,0.00046,0.00046,0.00046
82,630.793,1.0822,1.71351,1.65384,1.23577,0.50388,0.30209,0.17993,0.11622,0.49599,0.28482,0.16145,0.0816,1.41704,1.87644,1.94639,1.42237,0.000457938,0.000457938,0.000457938
83,638.398,1.13646,1.7606,1.91463,1.25532,0.51194,0.34646,0.20368,0.13508,0.52119,0.3073,0.17041,0.08409,1.423,1.96957,1.85339,1.41362,0.000455875,0.000455875,0.000455875
84,646.001,1.05697,1.76688,2.63777,1.17343,0.46963,0.21861,0.18616,0.11611,0.50757,0.16305,0.16775,0.08716,1.41691,1.90853,2.35073,1.45651,0.000453813,0.000453813,0.000453813
85,653.763,1.20872,1.70595,2.19784,1.29557,0.51002,0.2024,0.16627,0.10027,0.50582,0.19087,0.14839,0.07535,1.43671,1.99856,2.18088,1.51467,0.00045175,0.00045175,0.00045175
86,661.379,1.05557,1.5617,2.59876,1.21946,0.44743,0.24868,0.13876,0.08141,0.44698,0.24737,0.12486,0.06234,1.38659,1.92466,2.07398,1.47811,0.000449688,0.000449688,0.000449688
87,668.986,1.08121,1.62975,1.72401,1.23097,0.48245,0.29263,0.18313,0.11854,0.4791,0.2791,0.16142,0.08194,1.38397,1.92448,2.2355,1.4668,0.000447625,0.000447625,0.000447625
88,676.585,1.04559,1.70736,1.67184,1.27472,0.14613,0.31191,0.21306,0.1437,0.13682,0.28563,0.1974,0.09055,1.38953,1.82414,2.38485,1.47045,0.000445562,0.000445562,0.000445562
89,684.196,1.12624,1.74777,1.81207,1.2937,0.41744,0.43332,0.21773,0.14973,0.40015,0.264,0.1779,0.10136,1.36506,1.83836,2.077,1.44604,0.0004435,0.0004435,0.0004435
90,691.959,1.09322,1.77557,1.76687,1.27761,0.51806,0.28312,0.18496,0.12513,0.50856,0.27304,0.17281,0.08994,1.47523,1.99992,1.99548,1.51202,0.000441438,0.000441438,0.000441438
91,699.578,1.13115,1.70479,1.7259,1.28787,0.54259,0.26199,0.20723,0.13347,0.53767,0.25867,0.20132,0.09989,1.46974,1.9442,2.11655,1.49398,0.000439375,0.000439375,0.000439375
92,707.17,1.06718,1.69255,1.60038,1.24506,0.52814,0.27805,0.2082,0.13293,0.51084,0.238,0.18356,0.08556,1.39597,1.87064,2.3842,1.43183,0.000437312,0.000437312,0.000437312
93,714.762,1.04752,1.61429,1.5484,1.1919,0.36356,0.3292,0.20651,0.14332,0.35157,0.30214,0.18414,0.07881,1.41104,1.97783,2.93634,1.44789,0.00043525,0.00043525,0.00043525
94,722.362,1.06219,1.57502,1.51648,1.22627,0.39411,0.2655,0.18636,0.13354,0.38714,0.28281,0.17121,0.09533,1.35501,1.97288,3.1369,1.39117,0.000433187,0.000433187,0.000433187
95,729.915,1.01721,1.42171,1.53353,1.17715,0.546,0.24404,0.18416,0.12323,0.54572,0.25107,0.17665,0.09665,1.38421,1.92397,1.99423,1.43087,0.000431125,0.000431125,0.000431125
96,737.682,1.01842,1.61238,2.19368,1.19087,0.43379,0.28561,0.18254,0.12673,0.43026,0.28392,0.17722,0.09366,1.39117,1.94352,1.78889,1.45524,0.000429063,0.000429063,0.000429063
97,745.291,1.04788,1.61769,1.58439,1.19216,0.53895,0.31362,0.18527,0.12556,0.53112,0.30052,0.17304,0.09047,1.41051,1.93566,1.92434,1.45083,0.000427,0.000427,0.000427
98,752.933,1.03442,1.58119,1.5551,1.20951,0.50412,0.36685,0.18716,0.12504,0.47353,0.32291,0.16583,0.08996,1.37584,1.92204,1.93095,1.41774,0.000424938,0.000424938,0.000424938
99,760.522,1.00767,1.51413,1.88319,1.16977,0.50546,0.32992,0.17474,0.11006,0.49258,0.29562,0.15722,0.08008,1.41119,1.93832,2.19595,1.44832,0.000422875,0.000422875,0.000422875
100,768.199,1.01775,1.57387,2.05674,1.19408,0.20182,0.43725,0.19774,0.1362,0.31527,0.42201,0.19103,0.0859,1.36763,1.8473,2.18099,1.37537,0.000420812,0.000420812,0.000420812
101,775.924,0.99833,1.51485,2.26259,1.19488,0.31699,0.29487,0.21056,0.14367,0.31639,0.30262,0.19744,0.09154,1.35815,1.89562,2.30833,1.351,0.00041875,0.00041875,0.00041875
102,783.512,1.04393,1.62984,1.96729,1.2254,0.33872,0.31049,0.20365,0.1322,0.32581,0.19938,0.17591,0.09367,1.38792,1.99058,1.95578,1.40155,0.000416687,0.000416687,0.000416687
103,791.099,0.99618,1.61629,1.74232,1.18953,0.31799,0.27914,0.20964,0.13762,0.32231,0.27287,0.20122,0.1107,1.31956,1.8325,1.70433,1.3723,0.000414625,0.000414625,0.000414625
104,798.688,0.97433,1.73138,1.70135,1.16144,0.41833,0.36556,0.21032,0.13791,0.40151,0.32863,0.18669,0.10517,1.34932,1.87582,1.73119,1.39847,0.000412563,0.000412563,0.000412563
105,806.3,1.05004,1.66986,1.77092,1.22116,0.42161,0.31097,0.21691,0.14473,0.40845,0.28626,0.19381,0.10464,1.39263,1.95201,2.05629,1.42763,0.0004105,0.0004105,0.0004105
106,814.105,0.95276,1.50688,1.50869,1.14716,0.42425,0.32621,0.21435,0.14206,0.42381,0.31138,0.2004,0.09916,1.37895,1.92078,2.51129,1.41184,0.000408438,0.000408438,0.000408438
107,821.727,1.00406,1.51242,1.48873,1.18948,0.40644,0.35776,0.22164,0.14881,0.39779,0.3394,0.20718,0.10771,1.40224,1.84994,2.11158,1.40907,0.000406375,0.000406375,0.000406375
108,829.33,1.00346,1.51595,1.4223,1.17649,0.40372,0.32429,0.19982,0.12935,0.39717,0.31332,0.18734,0.09777,1.51762,1.87796,1.93046,1.4919,0.000404313,0.000404313,0.000404313
109,836.954,1.03822,1.69095,1.60694,1.22929,0.40065,0.27948,0.16506,0.10534,0.39094,0.24903,0.15494,0.08587,1.55543,1.8836,2.01733,1.49658,0.00040225,0.00040225,0.00040225
110,844.54,0.97837,1.54767,1.45495,1.19872,0.42959,0.32855,0.18948,0.12351,0.41866,0.33171,0.18249,0.09886,1.43265,1.79234,1.90852,1.44301,0.000400188,0.000400188,0.000400188
111,852.393,0.95448,1.50607,1.40174,1.17144,0.55967,0.3149,0.20292,0.13849,0.4358,0.29772,0.18606,0.10904,1.39987,1.85018,2.01776,1.46568,0.000398125,0.000398125,0.000398125
112,860,0.95881,1.44169,1.55377,1.1631,0.45438,0.31329,0.22321,0.14716,0.46062,0.29155,0.21529,0.11664,1.36649,1.78563,1.92823,1.39989,0.000396063,0.000396063,0.000396063
113,867.602,0.91181,1.43018,1.53231,1.14767,0.31168,0.38523,0.24594,0.16687,0.54736,0.2823,0.22764,0.12642,1.30533,1.8228,1.73896,1.36024,0.000394,0.000394,0.000394
114,875.767,0.94568,1.48616,1.58067,1.1389,0.31568,0.3638,0.23482,0.15068,0.31465,0.34566,0.21903,0.12083,1.3105,1.8136,1.75785,1.36401,0.000391937,0.000391937,0.000391937
115,883.399,0.9887,1.53455,1.53133,1.19182,0.4074,0.36913,0.26598,0.18249,0.41276,0.35325,0.20816,0.11332,1.30979,1.93453,1.98749,1.36872,0.000389875,0.000389875,0.000389875
116,891.67,0.91483,1.38699,2.88671,1.11921,0.45477,0.4705,0.32653,0.22153,0.5335,0.30678,0.20782,0.11739,1.42622,1.87669,1.83881,1.4817,0.000387813,0.000387813,0.000387813
117,899.815,0.94796,1.41119,1.42284,1.13155,0.42097,0.47236,0.26177,0.17964,0.53635,0.2834,0.1963,0.11236,1.37928,1.77558,2.05581,1.4084,0.00038575,0.00038575,0.00038575
118,907.487,0.9089,1.50918,1.52703,1.1208,0.4563,0.43809,0.23618,0.16803,0.42673,0.32215,0.1952,0.10775,1.32222,1.7371,2.5393,1.38679,0.000383688,0.000383688,0.000383688
119,915.134,0.94532,1.49386,1.46175,1.16907,0.43344,0.39545,0.2094,0.1451,0.42262,0.38398,0.19473,0.10103,1.30245,1.88235,2.50898,1.42386,0.000381625,0.000381625,0.000381625
120,922.872,0.89422,1.48803,2.96619,1.1134,0.43196,0.42007,0.21144,0.14673,0.41493,0.38528,0.20121,0.10317,1.40188,1.98138,2.52386,1.46324,0.000379562,0.000379562,0.000379562
121,930.396,0.9073,1.45231,1.39665,1.11759,0.43865,0.41614,0.21168,0.147,0.42231,0.39505,0.19028,0.10237,1.42109,2.00637,2.54094,1.45915,0.0003775,0.0003775,0.0003775
122,937.949,0.92214,1.48795,1.39268,1.10631,0.48986,0.45386,0.27116,0.18731,0.48162,0.44397,0.26863,0.12919,1.38664,1.92916,2.32019,1.39221,0.000375438,0.000375438,0.000375438
123,945.47,0.92227,1.40903,1.69533,1.11209,0.45296,0.45108,0.2474,0.17337,0.4406,0.43373,0.22407,0.11288,1.40174,1.96278,1.79041,1.45504,0.000373375,0.000373375,0.000373375
124,953.062,0.99108,1.53191,1.54029,1.2059,0.42051,0.34991,0.21377,0.14916,0.42873,0.31084,0.19824,0.09913,1.33501,1.8203,1.6888,1.37981,0.000371313,0.000371313,0.000371313
125,960.821,0.90277,1.45185,1.50136,1.13211,0.29219,0.31167,0.17765,0.11813,0.27722,0.28474,0.15563,0.08046,1.33379,1.80204,1.70113,1.38236,0.00036925,0.00036925,0.00036925
126,968.397,0.89624,1.45568,2.49081,1.12438,0.29035,0.34949,0.19174,0.12584,0.2695,0.29264,0.16106,0.08601,1.41609,1.93855,1.78005,1.4565,0.000367187,0.000367187,0.000367187
127,975.997,0.90765,1.38988,1.60652,1.10428,0.37045,0.31127,0.21398,0.13869,0.34432,0.2673,0.16655,0.09069,1.32147,1.79006,1.89888,1.36568,0.000365125,0.000365125,0.000365125
128,983.571,0.91305,1.35177,1.55342,1.11561,0.40295,0.35125,0.21333,0.14053,0.38066,0.31646,0.19348,0.10292,1.34794,1.8148,1.97379,1.39953,0.000363062,0.000363062,0.000363062
129,991.171,0.84462,1.3894,2.37625,1.08685,0.19326,0.35627,0.2079,0.13613,0.30028,0.31366,0.18137,0.10439,1.4204,1.84158,2.09696,1.46003,0.000361,0.000361,0.000361
130,998.788,0.91399,1.40225,1.46334,1.13506,0.25238,0.47527,0.25017,0.16451,0.24327,0.46431,0.23963,0.12027,1.3564,1.8233,2.21393,1.40822,0.000358938,0.000358938,0.000358938
131,1006.53,0.90865,1.43438,1.44947,1.12103,0.36419,0.45993,0.25579,0.1762,0.35828,0.45268,0.2493,0.12361,1.35516,1.90833,2.47962,1.41,0.000356875,0.000356875,0.000356875
